WHO Region Code,WHO Region,Country Code,Country,Year,Sex,Alcohol total per capita (15+) consumption in liters (numeric),Alcohol total per capita (15+) consumption in liters (low estimation),Alcohol total per capita (15+) consumption in liters (high estimation),Alcohol total per capita (15+) consumption in liters (string)
AFR,Africa,SLE,Sierra Leone,2005,Male,9.21,6.87,11.53,9.21 [6.87 – 11.53]
AFR,Africa,GNB,Guinea-Bissau,2005,Male,9.29,7.56,11.57,9.29 [7.56 – 11.57]
AFR,Africa,ZAF,South Africa,2005,Both sexes,9.37,7.73,10.91,9.37 [7.73 – 10.91]
AMR,Americas,TTO,Trinidad and Tobago,2005,Male,9.4,7.95,11.01,9.4 [7.95 – 11.01]
EUR,Europe,KAZ,Kazakhstan,2005,Both sexes,9.41,7.7,11.19,9.41 [7.7 – 11.19]
AMR,Americas,VEN,Venezuela (Bolivarian Republic of),2005,Both sexes,9.46,7.72,11.26,9.46 [7.72 – 11.26]
AMR,Americas,ATG,Antigua and Barbuda,2005,Male,9.48,7.81,12.07,9.48 [7.81 – 12.07]
AFR,Africa,GAB,Gabon,2005,Both sexes,9.49,7.89,11.07,9.49 [7.89 – 11.07]
AMR,Americas,USA,United States of America,2005,Both sexes,9.5,8.18,11.05,9.5 [8.18 – 11.05]
WPR,Western Pacific,COK,Cook Islands,2005,Male,9.58,7.67,11.59,9.58 [7.67 – 11.59]
AMR,Americas,DOM,Dominican Republic,2005,Male,9.69,8.14,11.5,9.69 [8.14 – 11.5]
AFR,Africa,SYC,Seychelles,2005,Male,9.75,7.34,12.4,9.75 [7.34 – 12.4]
AFR,Africa,LBR,Liberia,2005,Male,9.76,7.53,12.22,9.76 [7.53 – 12.22]
AMR,Americas,CAN,Canada,2005,Both sexes,9.79,8.33,11.36,9.79 [8.33 – 11.36]
AFR,Africa,STP,Sao Tome and Principe,2005,Both sexes,9.98,8.19,11.54,9.98 [8.19 – 11.54]
SEAR,South-East Asia,BGD,Bangladesh,2004,Both sexes,0.0,0.0,0.0,0 [0 – 0]
SEAR,South-East Asia,BGD,Bangladesh,2004,Female,0.0,0.0,0.0,0 [0 – 0]
SEAR,South-East Asia,BGD,Bangladesh,2004,Male,0.0,0.0,0.0,0 [0 – 0]
EMR,Eastern Mediterranean,KWT,Kuwait,2004,Both sexes,0.0,0.0,0.0,0 [0 – 0]
EMR,Eastern Mediterranean,KWT,Kuwait,2004,Female,0.0,0.0,0.0,0 [0 – 0]
EMR,Eastern Mediterranean,KWT,Kuwait,2004,Male,0.0,0.0,0.0,0 [0 – 0]
AFR,Africa,MRT,Mauritania,2004,Both sexes,0.0,0.0,0.0,0 [0 – 0]
AFR,Africa,MRT,Mauritania,2004,Female,0.0,0.0,0.0,0 [0 – 0]
AFR,Africa,MRT,Mauritania,2004,Male,0.0,0.0,0.0,0 [0 – 0]
EMR,Eastern Mediterranean,SAU,Saudi Arabia,2004,Both sexes,0.0,0.0,0.0,0 [0 – 0]
EMR,Eastern Mediterranean,SAU,Saudi Arabia,2004,Female,0.0,0.0,0.0,0 [0 – 0]
EMR,Eastern Mediterranean,SAU,Saudi Arabia,2004,Male,0.0,0.0,0.0,0 [0 – 0]
EMR,Eastern Mediterranean,SOM,Somalia,2004,Both sexes,0.0,0.0,0.0,0 [0 – 0]
EMR,Eastern Mediterranean,SOM,Somalia,2004,Female,0.0,0.0,0.0,0 [0 – 0]
EMR,Eastern Mediterranean,SOM,Somalia,2004,Male,0.0,0.0,0.0,0 [0 – 0]
EMR,Eastern Mediterranean,AFG,Afghanistan,2004,Female,0.009,0.007,0.026,0.009 [0.007 – 0.026]
EMR,Eastern Mediterranean,PAK,Pakistan,2004,Female,0.034,0.005,0.093,0.034 [0.005 – 0.093]
EMR,Eastern Mediterranean,AFG,Afghanistan,2004,Both sexes,0.035,0.028,0.096,0.035 [0.028 – 0.096]
EMR,Eastern Mediterranean,EGY,Egypt,2004,Female,0.039,0.027,0.066,0.039 [0.027 – 0.066]
EMR,Eastern Mediterranean,LBY,Libya,2004,Female,0.044,0.006,0.15,0.044 [0.006 – 0.15]
WPR,Western Pacific,BRN,Brunei Darussalam,2004,Female,0.049,0.006,0.18,0.049 [0.006 – 0.18]
EMR,Eastern Mediterranean,AFG,Afghanistan,2004,Male,0.06,0.047,0.16,0.06 [0.047 – 0.16]
AFR,Africa,NER,Niger,2004,Female,0.069,0.028,0.16,0.069 [0.028 – 0.16]
WPR,Western Pacific,BRN,Brunei Darussalam,2004,Both sexes,0.1,0.012,0.36,0.1 [0.012 – 0.36]
EMR,Eastern Mediterranean,YEM,Yemen,2004,Female,0.1,0.02,0.24,0.1 [0.02 – 0.24]
EMR,Eastern Mediterranean,PAK,Pakistan,2004,Both sexes,0.11,0.018,0.36,0.11 [0.018 – 0.36]
AFR,Africa,COM,Comoros,2004,Female,0.12,0.071,0.21,0.12 [0.071 – 0.21]
SEAR,South-East Asia,NPL,Nepal,2004,Female,0.13,0.079,0.25,0.13 [0.079 – 0.25]
EMR,Eastern Mediterranean,MAR,Morocco,2004,Female,0.13,0.096,0.22,0.13 [0.096 – 0.22]
AFR,Africa,DZA,Algeria,2004,Female,0.13,0.1,0.19,0.13 [0.1 – 0.19]
SEAR,South-East Asia,IDN,Indonesia,2004,Female,0.14,0.038,0.3,0.14 [0.038 – 0.3]
EMR,Eastern Mediterranean,IRQ,Iraq,2004,Female,0.14,0.062,0.27,0.14 [0.062 – 0.27]
EMR,Eastern Mediterranean,EGY,Egypt,2004,Both sexes,0.14,0.1,0.23,0.14 [0.1 – 0.23]
WPR,Western Pacific,BRN,Brunei Darussalam,2004,Male,0.15,0.018,0.53,0.15 [0.018 – 0.53]
EMR,Eastern Mediterranean,LBY,Libya,2004,Both sexes,0.17,0.028,0.59,0.17 [0.028 – 0.59]
AFR,Africa,SEN,Senegal,2004,Female,0.17,0.075,0.32,0.17 [0.075 – 0.32]
EMR,Eastern Mediterranean,JOR,Jordan,2004,Female,0.17,0.11,0.26,0.17 [0.11 – 0.26]
EMR,Eastern Mediterranean,PAK,Pakistan,2004,Male,0.18,0.031,0.61,0.18 [0.031 – 0.61]
SEAR,South-East Asia,TLS,Timor-Leste,2004,Female,0.19,0.14,0.29,0.19 [0.14 – 0.29]
EUR,Europe,AZE,Azerbaijan,2004,Female,0.22,0.19,0.29,0.22 [0.19 – 0.29]
EUR,Europe,TJK,Tajikistan,2004,Female,0.22,0.2,0.27,0.22 [0.2 – 0.27]
AFR,Africa,NER,Niger,2004,Both sexes,0.24,0.097,0.54,0.24 [0.097 – 0.54]
EMR,Eastern Mediterranean,SYR,Syrian Arab Republic,2004,Female,0.25,0.17,0.37,0.25 [0.17 – 0.37]
EMR,Eastern Mediterranean,EGY,Egypt,2004,Male,0.25,0.18,0.4,0.25 [0.18 – 0.4]
AFR,Africa,ETH,Ethiopia,2004,Female,0.26,0.12,0.46,0.26 [0.12 – 0.46]
EMR,Eastern Mediterranean,IRN,Iran (Islamic Republic of),2004,Female,0.27,0.098,0.48,0.27 [0.098 – 0.48]
EMR,Eastern Mediterranean,DJI,Djibouti,2004,Female,0.27,0.2,0.38,0.27 [0.2 – 0.38]
EMR,Eastern Mediterranean,LBY,Libya,2004,Male,0.29,0.047,0.99,0.29 [0.047 – 0.99]
AFR,Africa,COD,Democratic Republic of the Congo,2004,Female,0.29,0.19,0.49,0.29 [0.19 – 0.49]
SEAR,South-East Asia,MMR,Myanmar,2004,Female,0.29,0.24,0.41,0.29 [0.24 – 0.41]
AFR,Africa,GIN,Guinea,2004,Female,0.3,0.15,0.53,0.3 [0.15 – 0.53]
AFR,Africa,MLI,Mali,2004,Female,0.32,0.19,0.5,0.32 [0.19 – 0.5]
SEAR,South-East Asia,NPL,Nepal,2004,Both sexes,0.37,0.22,0.7,0.37 [0.22 – 0.7]
EMR,Eastern Mediterranean,YEM,Yemen,2004,Both sexes,0.39,0.068,0.87,0.39 [0.068 – 0.87]
WPR,Western Pacific,VUT,Vanuatu,2004,Female,0.39,0.22,0.61,0.39 [0.22 – 0.61]
EMR,Eastern Mediterranean,TUN,Tunisia,2004,Female,0.4,0.28,0.57,0.4 [0.28 – 0.57]
AFR,Africa,NER,Niger,2004,Male,0.42,0.17,0.96,0.42 [0.17 – 0.96]
EMR,Eastern Mediterranean,OMN,Oman,2004,Female,0.42,0.21,0.64,0.42 [0.21 – 0.64]
EMR,Eastern Mediterranean,QAT,Qatar,2004,Female,0.45,0.26,0.65,0.45 [0.26 – 0.65]
AFR,Africa,COM,Comoros,2004,Both sexes,0.45,0.27,0.8,0.45 [0.27 – 0.8]
AFR,Africa,MOZ,Mozambique,2004,Female,0.46,0.28,0.72,0.46 [0.28 – 0.72]
AFR,Africa,DZA,Algeria,2004,Both sexes,0.46,0.38,0.65,0.46 [0.38 – 0.65]
SEAR,South-East Asia,TLS,Timor-Leste,2004,Both sexes,0.47,0.34,0.73,0.47 [0.34 – 0.73]
SEAR,South-East Asia,IDN,Indonesia,2004,Both sexes,0.49,0.13,1.01,0.49 [0.13 – 1.01]
SEAR,South-East Asia,MDV,Maldives,2004,Female,0.49,0.34,0.67,0.49 [0.34 – 0.67]
EMR,Eastern Mediterranean,MAR,Morocco,2004,Both sexes,0.49,0.35,0.74,0.49 [0.35 – 0.74]
AFR,Africa,KEN,Kenya,2004,Female,0.5,0.37,0.69,0.5 [0.37 – 0.69]
EMR,Eastern Mediterranean,IRQ,Iraq,2004,Both sexes,0.51,0.22,0.94,0.51 [0.22 – 0.94]
WPR,Western Pacific,PNG,Papua New Guinea,2004,Female,0.51,0.31,0.76,0.51 [0.31 – 0.76]
WPR,Western Pacific,MYS,Malaysia,2004,Female,0.53,0.28,0.86,0.53 [0.28 – 0.86]
AFR,Africa,SEN,Senegal,2004,Both sexes,0.54,0.25,1.03,0.54 [0.25 – 1.03]
EMR,Eastern Mediterranean,BHR,Bahrain,2004,Female,0.55,0.39,0.69,0.55 [0.39 – 0.69]
WPR,Western Pacific,SLB,Solomon Islands,2004,Female,0.57,0.41,0.78,0.57 [0.41 – 0.78]
EUR,Europe,TUR,Turkey,2004,Female,0.59,0.41,0.84,0.59 [0.41 – 0.84]
EMR,Eastern Mediterranean,ARE,United Arab Emirates,2004,Female,0.61,0.43,1.01,0.61 [0.43 – 1.01]
EMR,Eastern Mediterranean,JOR,Jordan,2004,Both sexes,0.62,0.42,0.98,0.62 [0.42 – 0.98]
SEAR,South-East Asia,NPL,Nepal,2004,Male,0.63,0.37,1.19,0.63 [0.37 – 1.19]
AFR,Africa,MDG,Madagascar,2004,Female,0.63,0.39,0.93,0.63 [0.39 – 0.93]
EMR,Eastern Mediterranean,LBN,Lebanon,2004,Female,0.66,0.49,0.9,0.66 [0.49 – 0.9]
EMR,Eastern Mediterranean,YEM,Yemen,2004,Male,0.67,0.12,1.5,0.67 [0.12 – 1.5]
EUR,Europe,AZE,Azerbaijan,2004,Both sexes,0.68,0.57,0.88,0.68 [0.57 – 0.88]
AFR,Africa,COD,Democratic Republic of the Congo,2004,Both sexes,0.7,0.44,1.16,0.7 [0.44 – 1.16]
SEAR,South-East Asia,MMR,Myanmar,2004,Both sexes,0.71,0.57,0.98,0.71 [0.57 – 0.98]
EUR,Europe,TJK,Tajikistan,2004,Both sexes,0.71,0.62,0.84,0.71 [0.62 – 0.84]
WPR,Western Pacific,TUV,Tuvalu,2004,Female,0.72,0.53,0.97,0.72 [0.53 – 0.97]
AFR,Africa,ETH,Ethiopia,2004,Both sexes,0.73,0.32,1.3,0.73 [0.32 – 1.3]
AFR,Africa,ERI,Eritrea,2004,Female,0.73,0.48,1.02,0.73 [0.48 – 1.02]
WPR,Western Pacific,TON,Tonga,2004,Female,0.73,0.51,1.02,0.73 [0.51 – 1.02]
SEAR,South-East Asia,TLS,Timor-Leste,2004,Male,0.74,0.54,1.15,0.74 [0.54 – 1.15]
AFR,Africa,COM,Comoros,2004,Male,0.77,0.47,1.39,0.77 [0.47 – 1.39]
SEAR,South-East Asia,LKA,Sri Lanka,2004,Female,0.78,0.62,0.99,0.78 [0.62 – 0.99]
SEAR,South-East Asia,BTN,Bhutan,2004,Female,0.79,0.44,1.11,0.79 [0.44 – 1.11]
SEAR,South-East Asia,IND,India,2004,Female,0.79,0.53,1.09,0.79 [0.53 – 1.09]
AFR,Africa,DZA,Algeria,2004,Male,0.79,0.65,1.11,0.79 [0.65 – 1.11]
EUR,Europe,UZB,Uzbekistan,2004,Female,0.79,0.66,0.97,0.79 [0.66 – 0.97]
SEAR,South-East Asia,IDN,Indonesia,2004,Male,0.85,0.22,1.74,0.85 [0.22 – 1.74]
EMR,Eastern Mediterranean,IRQ,Iraq,2004,Male,0.87,0.38,1.61,0.87 [0.38 – 1.61]
EMR,Eastern Mediterranean,MAR,Morocco,2004,Male,0.87,0.62,1.32,0.87 [0.62 – 1.32]
EUR,Europe,TKM,Turkmenistan,2004,Female,0.88,0.77,1.04,0.88 [0.77 – 1.04]
AFR,Africa,GIN,Guinea,2004,Both sexes,0.89,0.42,1.49,0.89 [0.42 – 1.49]
WPR,Western Pacific,SGP,Singapore,2004,Female,0.89,0.66,1.18,0.89 [0.66 – 1.18]
WPR,Western Pacific,KIR,Kiribati,2004,Female,0.93,0.46,1.49,0.93 [0.46 – 1.49]
AFR,Africa,TGO,Togo,2004,Female,0.95,0.69,1.33,0.95 [0.69 – 1.33]
AFR,Africa,ZWE,Zimbabwe,2004,Female,0.95,0.79,1.19,0.95 [0.79 – 1.19]
AFR,Africa,SEN,Senegal,2004,Male,0.96,0.44,1.85,0.96 [0.44 – 1.85]
EMR,Eastern Mediterranean,SYR,Syrian Arab Republic,2004,Both sexes,0.96,0.66,1.41,0.96 [0.66 – 1.41]
AFR,Africa,BEN,Benin,2004,Female,0.96,0.68,1.3,0.96 [0.68 – 1.3]
EMR,Eastern Mediterranean,DJI,Djibouti,2004,Both sexes,0.98,0.73,1.37,0.98 [0.73 – 1.37]
AMR,Americas,GTM,Guatemala,2004,Female,0.98,0.85,1.18,0.98 [0.85 – 1.18]
AFR,Africa,NAM,Namibia,2004,Female,0.99,0.76,1.31,0.99 [0.76 – 1.31]
AFR,Africa,MWI,Malawi,2004,Female,1.0,0.69,1.39,1 [0.69 – 1.39]
EMR,Eastern Mediterranean,IRN,Iran (Islamic Republic of),2004,Both sexes,1.01,0.37,1.81,1.01 [0.37 – 1.81]
WPR,Western Pacific,KHM,Cambodia,2004,Female,1.02,0.67,1.5,1.02 [0.67 – 1.5]
WPR,Western Pacific,VNM,Viet Nam,2004,Female,1.04,0.69,1.43,1.04 [0.69 – 1.43]
EMR,Eastern Mediterranean,JOR,Jordan,2004,Male,1.04,0.69,1.63,1.04 [0.69 – 1.63]
WPR,Western Pacific,FJI,Fiji,2004,Female,1.05,0.76,1.37,1.05 [0.76 – 1.37]
AFR,Africa,MLI,Mali,2004,Both sexes,1.07,0.64,1.65,1.07 [0.64 – 1.65]
AFR,Africa,COD,Democratic Republic of the Congo,2004,Male,1.11,0.71,1.85,1.11 [0.71 – 1.85]
AFR,Africa,ZMB,Zambia,2004,Female,1.12,0.9,1.42,1.12 [0.9 – 1.42]
WPR,Western Pacific,VUT,Vanuatu,2004,Both sexes,1.13,0.64,1.77,1.13 [0.64 – 1.77]
SEAR,South-East Asia,MMR,Myanmar,2004,Male,1.17,0.95,1.64,1.17 [0.95 – 1.64]
AFR,Africa,MOZ,Mozambique,2004,Both sexes,1.18,0.7,1.79,1.18 [0.7 – 1.79]
EUR,Europe,AZE,Azerbaijan,2004,Male,1.18,1.0,1.55,1.18 [1 – 1.55]
EUR,Europe,TJK,Tajikistan,2004,Male,1.19,1.04,1.42,1.19 [1.04 – 1.42]
WPR,Western Pacific,FSM,Micronesia (Federated States of),2004,Female,1.21,0.88,1.57,1.21 [0.88 – 1.57]
AFR,Africa,ETH,Ethiopia,2004,Male,1.22,0.53,2.18,1.22 [0.53 – 2.18]
AFR,Africa,CIV,Côte d’Ivoire,2004,Female,1.22,0.86,1.57,1.22 [0.86 – 1.57]
EUR,Europe,ISR,Israel,2004,Female,1.27,1.08,1.55,1.27 [1.08 – 1.55]
AFR,Africa,KEN,Kenya,2004,Both sexes,1.28,0.95,1.75,1.28 [0.95 – 1.75]
WPR,Western Pacific,NRU,Nauru,2004,Female,1.29,0.96,1.64,1.29 [0.96 – 1.64]
WPR,Western Pacific,MNG,Mongolia,2004,Female,1.32,1.07,1.62,1.32 [1.07 – 1.62]
AFR,Africa,GMB,Gambia,2004,Female,1.35,0.95,1.58,1.35 [0.95 – 1.58]
WPR,Western Pacific,MYS,Malaysia,2004,Both sexes,1.43,0.78,2.31,1.43 [0.78 – 2.31]
SEAR,South-East Asia,PRK,Democratic People's Republic of Korea,2004,Female,1.43,1.14,1.81,1.43 [1.14 – 1.81]
EMR,Eastern Mediterranean,TUN,Tunisia,2004,Both sexes,1.46,1.07,2.04,1.46 [1.07 – 2.04]
EMR,Eastern Mediterranean,OMN,Oman,2004,Both sexes,1.5,0.84,2.29,1.5 [0.84 – 2.29]
WPR,Western Pacific,PNG,Papua New Guinea,2004,Both sexes,1.51,0.93,2.27,1.51 [0.93 – 2.27]
WPR,Western Pacific,WSM,Samoa,2004,Female,1.51,1.11,1.85,1.51 [1.11 – 1.85]
AFR,Africa,CAF,Central African Republic,2004,Female,1.55,1.08,2.05,1.55 [1.08 – 2.05]
WPR,Western Pacific,CHN,China,2004,Female,1.55,1.21,1.88,1.55 [1.21 – 1.88]
AMR,Americas,HND,Honduras,2004,Female,1.55,1.24,1.94,1.55 [1.24 – 1.94]
AMR,Americas,HTI,Haiti,2004,Female,1.56,1.23,1.94,1.56 [1.23 – 1.94]
AFR,Africa,LSO,Lesotho,2004,Female,1.57,1.14,2.09,1.57 [1.14 – 2.09]
AFR,Africa,GIN,Guinea,2004,Male,1.59,0.78,2.77,1.59 [0.78 – 2.77]
AFR,Africa,COG,Congo,2004,Female,1.6,1.23,2.07,1.6 [1.23 – 2.07]
AFR,Africa,MDG,Madagascar,2004,Both sexes,1.61,0.99,2.38,1.61 [0.99 – 2.38]
AFR,Africa,TCD,Chad,2004,Female,1.61,1.08,2.22,1.61 [1.08 – 2.22]
AFR,Africa,SLE,Sierra Leone,2004,Female,1.64,1.38,2.26,1.64 [1.38 – 2.26]
EMR,Eastern Mediterranean,SYR,Syrian Arab Republic,2004,Male,1.65,1.13,2.4,1.65 [1.13 – 2.4]
AMR,Americas,JAM,Jamaica,2004,Female,1.65,1.24,2.13,1.65 [1.24 – 2.13]
AMR,Americas,SLV,El Salvador,2004,Female,1.66,1.35,2.15,1.66 [1.35 – 2.15]
WPR,Western Pacific,SLB,Solomon Islands,2004,Both sexes,1.69,1.21,2.27,1.69 [1.21 – 2.27]
EMR,Eastern Mediterranean,DJI,Djibouti,2004,Male,1.69,1.26,2.37,1.69 [1.26 – 2.37]
EMR,Eastern Mediterranean,IRN,Iran (Islamic Republic of),2004,Male,1.73,0.61,3.1,1.73 [0.61 – 3.1]
WPR,Western Pacific,SGP,Singapore,2004,Both sexes,1.73,1.3,2.31,1.73 [1.3 – 2.31]
EMR,Eastern Mediterranean,QAT,Qatar,2004,Both sexes,1.74,1.25,2.4,1.74 [1.25 – 2.4]
AFR,Africa,AGO,Angola,2004,Female,1.77,1.32,2.26,1.77 [1.32 – 2.26]
WPR,Western Pacific,LAO,Lao People's Democratic Republic,2004,Female,1.77,1.43,2.15,1.77 [1.43 – 2.15]
EMR,Eastern Mediterranean,BHR,Bahrain,2004,Both sexes,1.8,1.37,2.31,1.8 [1.37 – 2.31]
AMR,Americas,BOL,Bolivia (Plurinational State of),2004,Female,1.83,1.38,2.34,1.83 [1.38 – 2.34]
SEAR,South-East Asia,MDV,Maldives,2004,Both sexes,1.84,1.28,2.48,1.84 [1.28 – 2.48]
WPR,Western Pacific,VUT,Vanuatu,2004,Male,1.85,1.04,2.91,1.85 [1.04 – 2.91]
AFR,Africa,MLI,Mali,2004,Male,1.85,1.11,2.88,1.85 [1.11 – 2.88]
AMR,Americas,ECU,Ecuador,2004,Female,1.9,1.57,2.3,1.9 [1.57 – 2.3]
SEAR,South-East Asia,LKA,Sri Lanka,2004,Both sexes,1.94,1.54,2.43,1.94 [1.54 – 2.43]
AMR,Americas,DOM,Dominican Republic,2004,Male,10.06,8.41,11.83,10.06 [8.41 – 11.83]
AMR,Americas,MEX,Mexico,2004,Male,10.42,8.37,12.88,10.42 [8.37 – 12.88]
AFR,Africa,CPV,Cabo Verde,2004,Male,10.43,8.44,13.03,10.43 [8.44 – 13.03]
AFR,Africa,SYC,Seychelles,2004,Male,10.44,7.89,13.14,10.44 [7.89 – 13.14]
EUR,Europe,POL,Poland,2004,Both sexes,10.46,8.82,12.33,10.46 [8.82 – 12.33]
AFR,Africa,STP,Sao Tome and Principe,2004,Both sexes,10.62,8.68,12.52,10.62 [8.68 – 12.52]
EUR,Europe,NLD,Netherlands,2004,Both sexes,10.66,9.25,12.14,10.66 [9.25 – 12.14]
WPR,Western Pacific,NZL,New Zealand,2004,Both sexes,10.69,9.23,12.1,10.69 [9.23 – 12.1]
EUR,Europe,GRC,Greece,2004,Both sexes,10.76,9.11,12.53,10.76 [9.11 – 12.53]
AMR,Americas,PER,Peru,2004,Male,10.8,8.72,13.13,10.8 [8.72 – 13.13]
AFR,Africa,BWA,Botswana,2004,Male,10.82,9.43,12.87,10.82 [9.43 – 12.87]
EUR,Europe,HRV,Croatia,2004,Both sexes,10.85,9.0,13.38,10.85 [9 – 13.38]
AFR,Africa,NGA,Nigeria,2004,Male,10.93,8.82,13.19,10.93 [8.82 – 13.19]
WPR,Western Pacific,KOR,Republic of Korea,2004,Both sexes,11.08,9.2,12.98,11.08 [9.2 – 12.98]
EUR,Europe,KGZ,Kyrgyzstan,2004,Male,11.21,9.26,13.47,11.21 [9.26 – 13.47]
AFR,Africa,SWZ,Eswatini,2004,Male,11.22,9.5,13.73,11.22 [9.5 – 13.73]
EUR,Europe,NOR,Norway,2004,Male,11.26,9.77,13.0,11.26 [9.77 – 13]
AMR,Americas,URY,Uruguay,2004,Male,11.35,9.35,13.84,11.35 [9.35 – 13.84]
EUR,Europe,SVK,Slovakia,2004,Both sexes,11.39,9.66,13.09,11.39 [9.66 – 13.09]
AMR,Americas,BLZ,Belize,2004,Male,11.41,9.04,14.07,11.41 [9.04 – 14.07]
AMR,Americas,KNA,Saint Kitts and Nevis,2004,Male,11.43,8.88,14.43,11.43 [8.88 – 14.43]
EUR,Europe,ISL,Iceland,2004,Male,11.58,9.73,13.41,11.58 [9.73 – 13.41]
EUR,Europe,BIH,Bosnia and Herzegovina,2004,Male,11.59,9.35,14.11,11.59 [9.35 – 14.11]
AMR,Americas,LCA,Saint Lucia,2004,Both sexes,11.62,9.78,13.65,11.62 [9.78 – 13.65]
EUR,Europe,BGR,Bulgaria,2004,Both sexes,11.7,10.06,13.45,11.7 [10.06 – 13.45]
EUR,Europe,CHE,Switzerland,2004,Both sexes,11.85,10.28,13.56,11.85 [10.28 – 13.56]
AFR,Africa,CMR,Cameroon,2004,Male,11.89,9.32,14.15,11.89 [9.32 – 14.15]
WPR,Western Pacific,AUS,Australia,2004,Both sexes,11.95,10.4,13.66,11.95 [10.4 – 13.66]
EUR,Europe,UKR,Ukraine,2004,Both sexes,11.99,9.88,14.09,11.99 [9.88 – 14.09]
EUR,Europe,SVN,Slovenia,2004,Both sexes,12.06,10.32,13.93,12.06 [10.32 – 13.93]
AMR,Americas,BRB,Barbados,2004,Male,12.09,10.11,14.57,12.09 [10.11 – 14.57]
EUR,Europe,CYP,Cyprus,2004,Both sexes,12.13,10.33,14.0,12.13 [10.33 – 14]
EUR,Europe,ALB,Albania,2004,Male,12.15,10.15,15.11,12.15 [10.15 – 15.11]
WPR,Western Pacific,JPN,Japan,2004,Male,12.34,10.67,14.49,12.34 [10.67 – 14.49]
EUR,Europe,MKD,The former Yugoslav Republic of Macedonia,2004,Male,12.37,9.67,14.95,12.37 [9.67 – 14.95]
EUR,Europe,FIN,Finland,2004,Both sexes,12.4,10.71,13.98,12.4 [10.71 – 13.98]
EUR,Europe,BLR,Belarus,2004,Both sexes,12.44,10.68,14.25,12.44 [10.68 – 14.25]
AFR,Africa,TZA,United Republic of Tanzania,2004,Male,12.48,10.09,15.12,12.48 [10.09 – 15.12]
EUR,Europe,ESP,Spain,2004,Both sexes,12.53,10.66,14.4,12.53 [10.66 – 14.4]
AMR,Americas,GUY,Guyana,2004,Male,12.54,10.43,14.95,12.54 [10.43 – 14.95]
AFR,Africa,GNQ,Equatorial Guinea,2004,Male,12.56,10.42,13.77,12.56 [10.42 – 13.77]
EUR,Europe,DNK,Denmark,2004,Both sexes,12.59,10.7,14.66,12.59 [10.7 – 14.66]
WPR,Western Pacific,NIU,Niue,2004,Male,12.79,10.41,15.03,12.79 [10.41 – 15.03]
EUR,Europe,AUT,Austria,2004,Both sexes,12.8,10.91,14.64,12.8 [10.91 – 14.64]
EUR,Europe,AND,Andorra,2004,Both sexes,12.9,10.99,14.59,12.9 [10.99 – 14.59]
AFR,Africa,RWA,Rwanda,2004,Both sexes,13.01,10.4,15.48,13.01 [10.4 – 15.48]
AMR,Americas,CHL,Chile,2004,Male,13.2,11.27,15.55,13.2 [11.27 – 15.55]
EUR,Europe,LUX,Luxembourg,2004,Both sexes,13.22,11.37,15.02,13.22 [11.37 – 15.02]
EUR,Europe,BEL,Belgium,2004,Both sexes,13.23,11.37,15.11,13.23 [11.37 – 15.11]
AMR,Americas,BRA,Brazil,2004,Male,13.25,11.04,15.65,13.25 [11.04 – 15.65]
EUR,Europe,FRA,France,2004,Both sexes,13.26,11.26,15.47,13.26 [11.26 – 15.47]
AMR,Americas,DMA,Dominica,2004,Male,13.4,10.65,16.21,13.4 [10.65 – 16.21]
AMR,Americas,GRD,Grenada,2004,Male,13.41,11.0,16.0,13.41 [11 – 16]
AMR,Americas,ARG,Argentina,2004,Male,13.48,11.34,16.1,13.48 [11.34 – 16.1]
EUR,Europe,DEU,Germany,2004,Both sexes,13.5,11.68,15.44,13.5 [11.68 – 15.44]
EUR,Europe,SWE,Sweden,2004,Male,13.51,11.41,15.77,13.51 [11.41 – 15.77]
EUR,Europe,PRT,Portugal,2004,Both sexes,13.57,11.4,15.5,13.57 [11.4 – 15.5]
AFR,Africa,GAB,Gabon,2004,Male,13.59,11.17,15.91,13.59 [11.17 – 15.91]
AMR,Americas,VEN,Venezuela (Bolivarian Republic of),2004,Male,13.94,11.23,16.62,13.94 [11.23 – 16.62]
EUR,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2004,Both sexes,14.08,12.01,15.97,14.08 [12.01 – 15.97]
SEAR,South-East Asia,THA,Thailand,2004,Male,14.29,11.71,17.13,14.29 [11.71 – 17.13]
EUR,Europe,EST,Estonia,2004,Both sexes,14.33,11.63,16.98,14.33 [11.63 – 16.98]
EUR,Europe,IRL,Ireland,2004,Both sexes,14.47,12.52,16.38,14.47 [12.52 – 16.38]
AFR,Africa,BFA,Burkina Faso,2004,Male,14.49,11.56,17.74,14.49 [11.56 – 17.74]
AFR,Africa,UGA,Uganda,2004,Both sexes,14.51,11.8,17.0,14.51 [11.8 – 17]
EUR,Europe,HUN,Hungary,2004,Both sexes,14.66,12.45,16.9,14.66 [12.45 – 16.9]
AMR,Americas,USA,United States of America,2004,Male,14.74,12.64,17.08,14.74 [12.64 – 17.08]
AFR,Africa,BDI,Burundi,2004,Male,14.77,12.06,17.86,14.77 [12.06 – 17.86]
EUR,Europe,MDA,Republic of Moldova,2004,Both sexes,14.77,12.51,17.16,14.77 [12.51 – 17.16]
EUR,Europe,ITA,Italy,2004,Male,14.82,12.37,17.75,14.82 [12.37 – 17.75]
